,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056762220122113,2020-11-04 18:31:46,#CountEveryVote #CountAllTheVotes #CountTheVotes #BidenHarris2020 #Biden https://t.co/wzNnWBieRS,0,0,True,,"{'text': 'CountEveryVote', 'indices': [0, 15]},{'text': 'CountAllTheVotes', 'indices': [16, 33]},{'text': 'CountTheVotes', 'indices': [34, 48]},{'text': 'BidenHarris2020', 'indices': [49, 65]},{'text': 'Biden', 'indices': [66, 72]}",,Twitter Web App,https://mobile.twitter.com,23856239,Gary Spivack,thegaryspivack,2009-03-11 23:54:23,116,DWP-executive VP,False,False,"Los Angeles, CA",460,3611,1
,1324056718851121155,2020-11-04 18:31:36,"RT @DemInRedOK: 🚨 Update: they 'completed' the sweep in the 11th hour, ""But the sweep only found 13 undelivered ballots in Pennsylvania.""…",2,0,True,,,,"{'screen_name': 'DemInRedOK', 'name': ""Danielle's gonna #vote, are you?"", 'id': 3345626650, 'id_str': '3345626650', 'indices': [3, 14]}",Twitter for Android,http://twitter.com/download/android,923684132680536064,Debocratic🌊🌊🌊,_Spike27_,2017-10-26 22:53:53,15886,Mother of 2. #Resistance  #Leftist Loving grandmother.Happily retired and very active. #BLM Will not follow Trump lovers back. #NotMyPresident 🌊No DMs #Z29,False,False,"Toms River, NJ",15708,12542,4
,1324056718037393410,2020-11-04 18:31:36,RT @NSLforBiden: .@JoeBiden has received more votes for president than any other candidate in 🇺🇸 history! #CountEveryVote https://t.co/d1S5…,20,0,False,,,"{'text': 'CountEveryVote', 'indices': [106, 121]}","{'screen_name': 'NSLforBiden', 'name': 'National Security Leaders for Biden', 'id': 1275230331696746497, 'id_str': '1275230331696746497', 'indices': [3, 15]},{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [18, 27]}",Twitter Web App,https://mobile.twitter.com,224286721,T B,tabruns,2010-12-08 16:33:45,177,Politics & sci fi enthusiast and sometimes those seem to overlap. Let's restore rule of law and democracy.,False,False,Illinois,233,392559,1
,1324056716871262208,2020-11-04 18:31:35,"RT @MuellerSheWrote: Trump campaign manager Bill Stepian, who replaced Brad Parscale (arrested), who replaced Paul Manafort (convicted), sa…",187,0,False,,,,"{'screen_name': 'MuellerSheWrote', 'name': 'Mueller, She Wrote Podcast', 'id': 926164634570067968, 'id_str': '926164634570067968', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,862448592270704641,Simon Jenkins,Simon67Jenkins,2017-05-10 23:25:42,44,,False,False,,545,97220,1
,1324056716778991617,2020-11-04 18:31:35,"Count. Every. Vote!
#Elections2020 #CountEveryVote #CountAllTheVotes #CountTheVotes #Biden2020 #BidenHarris #Biden https://t.co/Ia8syf6mNn",0,0,False,,,"{'text': 'Elections2020', 'indices': [20, 34]},{'text': 'CountEveryVote', 'indices': [35, 50]},{'text': 'CountAllTheVotes', 'indices': [51, 68]},{'text': 'CountTheVotes', 'indices': [69, 83]},{'text': 'Biden2020', 'indices': [84, 94]},{'text': 'BidenHarris', 'indices': [95, 107]},{'text': 'Biden', 'indices': [108, 114]}",,Twitter for Android,http://twitter.com/download/android,1323094976864030721,President Biden News,News_Biden,2020-11-02 02:50:16,10,"🇺🇲Biden for POTUS 2020
💙Ride the Blue Wave",False,False,Washington D.C.,159,55,0
,1324056714824634370,2020-11-04 18:31:35,"RT @CountEveryVote1: We decide the outcome of American elections, not the candidates. So when the polls close, let election officials do th…",1160,0,False,,,,"{'screen_name': 'CountEveryVote1', 'name': 'Count Every Vote', 'id': 1306332058252464130, 'id_str': '1306332058252464130', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,14985036,dsmyre,dsmyre,2008-06-02 21:02:29,515,#NeverBernie  #ImpeachTrump,False,False,The Tundra,535,68089,0
,1324056714740727808,2020-11-04 18:31:35,"RT @teasersixer: Premature Baby 🤔😱🤭🤣
#USAElections2020
#ElectionNight
#KeepTheFaith
#nextlevelcamerasolution
#CountEveryVote
#Biden #Biden2…",15,0,False,,,"{'text': 'USAElections2020', 'indices': [37, 54]},{'text': 'ElectionNight', 'indices': [55, 69]},{'text': 'KeepTheFaith', 'indices': [70, 83]},{'text': 'nextlevelcamerasolution', 'indices': [84, 108]},{'text': 'CountEveryVote', 'indices': [109, 124]},{'text': 'Biden', 'indices': [125, 131]}","{'screen_name': 'teasersixer', 'name': 'TeaserSixer', 'id': 728269184665292801, 'id_str': '728269184665292801', 'indices': [3, 15]}",Twitter for Android,http://twitter.com/download/android,1043793616056066048,😈,i_am_essam,2018-09-23 09:26:05,23,,False,False,,204,535,0
,1324056713755066368,2020-11-04 18:31:35,"RT @AynRandPaulRyan: PA, MI, and WI are still counting mail-in votes because the GOP state legislatures refused to pass a law to start proc…",544,0,False,,,,"{'screen_name': 'AynRandPaulRyan', 'name': ""Holly Figueroa O'Reilly"", 'id': 755835576, 'id_str': '755835576', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,815738938459619328,Skip To Mallou,SkipToMallou,2017-01-02 01:58:13,569,Woman. Editor. Sane Texan. Civil rights supporter. Trump opposer.,False,False,"Houston, Texas",727,14546,4
,1324056712454631424,2020-11-04 18:31:34,"@rogertansey It’s a new 45 &amp; GOP game
“pick which law you want to DISOBEY today”
#CountAllTheVotes 
#CountEveryVote",0,0,False,,,"{'text': 'CountAllTheVotes', 'indices': [85, 102]},{'text': 'CountEveryVote', 'indices': [104, 119]}","{'screen_name': 'rogertansey', 'name': 'Roger Tansey 🌊🐕🌈', 'id': 459876432, 'id_str': '459876432', 'indices': [0, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,303936152,Patty Van Zant,liberaltlou,2011-05-23 17:22:04,2452,"A healthy, educated society is a productive society. #FreedomOfThePress #BlackLivesMatter #WearTheDamnMask #BidenHarris2020",False,False,"SoCalifornia, USA",4994,65933,5
,1324056711876009985,2020-11-04 18:31:34,RT @TexDem16: Who else is ready for Postmaster DeJoy to be in prison? #CountEveryVote,5,0,False,,,"{'text': 'CountEveryVote', 'indices': [70, 85]}","{'screen_name': 'TexDem16', 'name': 'Dem Texas Girls', 'id': 728815969510957056, 'id_str': '728815969510957056', 'indices': [3, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,71148727,HotelLasVegas.com(TM),hotellasvegas_,2009-09-03 02:30:10,2935,"Please feel free to read, follow, like, retweet, DM or otherwise interact in whatever way you please. :) blog is at: https://t.co/RMwcVoDs96 All rights reserved",False,False,From Past2Future Earth2Mars,4490,79575,53
,1324056711573942272,2020-11-04 18:31:34,"RT @trump_deez_nutz: @mmpadellan @realDonaldTrump Trump: We have more covid cases because we do so much testing.

Biden: we have more votes…",1,0,False,,,,"{'screen_name': 'trump_deez_nutz', 'name': 'Tyler Gentry #BlackLivesMatter', 'id': 1267172668387651585, 'id_str': '1267172668387651585', 'indices': [3, 19]},{'screen_name': 'mmpadellan', 'name': 'BrooklynDad_Defiant!', 'id': 1640929196, 'id_str': '1640929196', 'indices': [21, 32]},{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [33, 49]}",Twitter Web App,https://mobile.twitter.com,833376107810398208,Juan Daniel,JD_hologram,2017-02-19 18:02:02,50,Independent journalist :: Media content innovator :: Rock and Roll enthusiast :: Sports follower :: Seeking the truth 24/7 :: Se habla Colombian Spanish,False,False,,569,802,0
,1324056710894526467,2020-11-04 18:31:34,RT @LiteraryMouse: #CountEveryVote #DeliverDemocracy @TaePhoenix @ShutDown_DC https://t.co/G92cmOQDd5,2,0,False,,,"{'text': 'CountEveryVote', 'indices': [19, 34]},{'text': 'DeliverDemocracy', 'indices': [35, 52]}","{'screen_name': 'LiteraryMouse', 'name': 'Melissa Barlow', 'id': 23346136, 'id_str': '23346136', 'indices': [3, 17]},{'screen_name': 'TaePhoenix', 'name': 'Tae Phoenix 🚀✨🖖🏼', 'id': 13696, 'id_str': '13696', 'indices': [53, 64]},{'screen_name': 'ShutDown_DC', 'name': 'ShutDownDC', 'id': 1171119095267377153, 'id_str': '1171119095267377153', 'indices': [65, 77]}",Twitter for iPhone,http://twitter.com/download/iphone,13696,Tae Phoenix 🚀✨🖖🏼,TaePhoenix,2006-11-21 23:09:48,9896,"protest singer • she/ella • founder (not that kind) of @trekthevote • words: @newsweek @guardian @jdforward @StarTrek @womenatwarp • autist, latina, jew, queer",False,False,Salish Sea(attle),6837,75600,175
,1324056710189928455,2020-11-04 18:31:34,RT @KrisJenner: #CountEveryVote https://t.co/TRZzzPpubN,253,0,False,,,"{'text': 'CountEveryVote', 'indices': [16, 31]}","{'screen_name': 'KrisJenner', 'name': 'Kris Jenner', 'id': 23613479, 'id_str': '23613479', 'indices': [3, 14]}",Twitter for iPhone,http://twitter.com/download/iphone,4919471065,victoria 🌺,ToriH_02,2016-02-17 04:54:00,410,pursuing my dreams.☁️🌟,False,False,,267,2105,0
,1324056707316830220,2020-11-04 18:31:33,"RT @ughlycoyote: Abled folks, please take the time to boost #CountTheDisabledVote. Our numbers are great and our needs are relevant and our…",1,0,False,,,"{'text': 'CountTheDisabledVote', 'indices': [60, 81]}","{'screen_name': 'ughlycoyote', 'name': 'זְאֵב עֲרָבוֹת', 'id': 1202669176810360832, 'id_str': '1202669176810360832', 'indices': [3, 15]}",Twitter for Android,http://twitter.com/download/android,1090672062321082372,Kig,Kigluh,2019-01-30 18:04:18,43,,False,False,"Milwaukee, WI",136,1052,0
,1324056707203391489,2020-11-04 18:31:33,@BillyBaldwin #CountEveryVote,0,0,False,,,"{'text': 'CountEveryVote', 'indices': [14, 29]}","{'screen_name': 'BillyBaldwin', 'name': 'Billy Baldwin', 'id': 784890784273215488, 'id_str': '784890784273215488', 'indices': [0, 13]}",Twitter for Android,http://twitter.com/download/android,1284651751329558528,Meredith 🌊❤🌊💙,kiwimer70,2020-07-19 00:50:51,227,American 🇺🇸 mum living and working in New Zealand 🇳🇿.,False,False,New Zealand,891,10797,1
,1324056707123810308,2020-11-04 18:31:33,"RT @Izac_Wright: Americans have spoken in record numbers.  Whatever candidate you backed for whichever office, be proud of that level of tu…",1,0,False,,,,"{'screen_name': 'Izac_Wright', 'name': 'Isaac Wright', 'id': 58502462, 'id_str': '58502462', 'indices': [3, 15]}",Twitter Web App,https://mobile.twitter.com,18517988,Doug Thompson,NWADoug,2008-12-31 22:33:07,3027,Political Reporter and Enterprise Editor for the Northwest Arkansas Democrat-Gazette. dthompson@nwadg.com,False,False,Northwest Arkansas,138,29353,144
,1324056707023081473,2020-11-04 18:31:33,"RT @TheSWPrincess: THIS.

Waiting is hell. We're ALL stressed and tense.

But putting panic, or gloom and doom out there plays right into T…",27,0,True,,,,"{'screen_name': 'TheSWPrincess', 'name': 'Leia🇨🇴 I Voted Early', 'id': 815708250217840640, 'id_str': '815708250217840640', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,862470633086525441,"Ezra 🏳️‍🌈 🇺🇸 🎾 I Voted Early, Did You?",ListenToEzra,2017-05-11 00:53:17,42128,"Ezra of House Dexter, First of His Name, King of Retweeting, Father of Puppies, ❤️#GOT, #Merlin & #Tennis, #BlackLivesMatter #BidenHarris2020 #CA48",False,False,"#SoCal (OC), Camelot & Dorne",28974,119857,37
,1324056705735577600,2020-11-04 18:31:33,A healthy democracy depends on the will of the people. And counting all votes is how we measure what the people wan… https://t.co/QlwP61lMl1,0,0,False,,,,,Twitter Web App,https://mobile.twitter.com,788948732742078464,Valerie Chipman,vchip123,2016-10-20 03:43:30,12,"Married for almost 36 years, two daughters, a granddaughter, two cats and a dog. Artist and musician; all around good person ☺️",False,False,"Maine, USA",17,93,0
,1324056705701867520,2020-11-04 18:31:33,"RT @MTV: As the ballot counting continues, our voices will be heard. Democracy is worth the wait. #CountEveryVote 

h/t: Design For Democra…",6,0,False,,,"{'text': 'CountEveryVote', 'indices': [98, 113]}","{'screen_name': 'MTV', 'name': 'MTV', 'id': 2367911, 'id_str': '2367911', 'indices': [3, 7]}",Twitter for iPhone,http://twitter.com/download/iphone,2371525903,🦁,kepadasteppa,2014-03-04 07:02:24,119,,False,False,Hawaii,446,1762,0
,1324056702400917504,2020-11-04 18:31:32,RT @GeorgeTakei: Here is the bottom line: The will of the people decides elections. Full stop. #CountEveryVote https://t.co/2HPefvQKSO,319,0,False,,,"{'text': 'CountEveryVote', 'indices': [95, 110]}","{'screen_name': 'GeorgeTakei', 'name': 'George Takei', 'id': 237845487, 'id_str': '237845487', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,30974235,WHO~ 🦃,whocastillo,2009-04-13 22:13:12,209,Life is a highway. 🛣,False,False,Radiator Springs,788,224745,4
,1324056702015123457,2020-11-04 18:31:32,"RT @MTV: As the ballot counting continues, our voices will be heard. Democracy is worth the wait. #CountEveryVote 

h/t: Design For Democra…",6,0,False,,,"{'text': 'CountEveryVote', 'indices': [98, 113]}","{'screen_name': 'MTV', 'name': 'MTV', 'id': 2367911, 'id_str': '2367911', 'indices': [3, 7]}",Twitter for iPhone,http://twitter.com/download/iphone,1321148250343297025,Nicole🧚🏻‍♀️,bgnicnac,2020-10-27 17:54:35,11,All I want in life is a picture with Godzilla. 🦎,False,False,,89,24,0
,1324056699825659905,2020-11-04 18:31:31,RT @B52Malmet: Stay calm. Stay positive. Trust the process. Results are going our way. #CountEveryVote #EveryVoteCounts  https://t.co/KZZeQ…,41,0,False,,,"{'text': 'CountEveryVote', 'indices': [87, 102]},{'text': 'EveryVoteCounts', 'indices': [103, 119]}","{'screen_name': 'B52Malmet', 'name': 'Barbara Malmet', 'id': 2876041031, 'id_str': '2876041031', 'indices': [3, 13]}",Twitter Web App,https://mobile.twitter.com,18298094,missLtoe,missLtoe,2008-12-22 02:09:11,24599,an artist who believes in the first Church of Coffee. I'm handy with a sling-shot & chopsticks & believe Liberal will never be a dirty word. SOLID DEM.,False,False,,24502,190291,230
,1324056698789728256,2020-11-04 18:31:31,"RT @TheDemCoalition: Joe Biden is winning a path to 270 votes, but it's going to take some time to #CountEveryVote. https://t.co/qFcJKfwNKr",63,0,False,,,"{'text': 'CountEveryVote', 'indices': [99, 114]}","{'screen_name': 'TheDemCoalition', 'name': 'Democratic Coalition', 'id': 713839291210792960, 'id_str': '713839291210792960', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,1942556058,sthrngal2020,sthrngal2020,2013-10-07 01:36:06,3703,#NoDAPL #TheResistance #TrumpRussia #notmyprez #FBR #RESIST #JailToTheChief #VoteBlueNoMatterWho #lovepitties #savetheplanet #WeThePeople #NeverTrump 🍌,False,False,,4659,47253,5
,1324056698328403968,2020-11-04 18:31:31,RT @joncoopertweets: Joe Biden has taken the lead in the Electoral College &amp; is on track to win the 2020 election. Trump no longer has any…,927,0,False,,,,"{'screen_name': 'joncoopertweets', 'name': 'Jon Cooper 🇺🇸', 'id': 27493883, 'id_str': '27493883', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,1439570552,Mike D Albright,1MDA44,2013-05-18 22:09:10,2646,,False,False,"North Carolina, USA",4227,120394,293
,1324056697967697920,2020-11-04 18:31:31,RT @judgeyourself99: @realDonaldTrump #KeepTheFaith #CountEveryVote #BidenHarris2020 Joe Biden will be the next President Of The United Sta…,3,0,False,,,"{'text': 'KeepTheFaith', 'indices': [38, 51]},{'text': 'CountEveryVote', 'indices': [52, 67]},{'text': 'BidenHarris2020', 'indices': [68, 84]}","{'screen_name': 'judgeyourself99', 'name': 'KeanoTheDog', 'id': 1172545640360022019, 'id_str': '1172545640360022019', 'indices': [3, 19]},{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [21, 37]}",Twitter for Android,http://twitter.com/download/android,3528564315,BetterWorld #BLM#TrumpOwnsEveryDeath,Betterw05759703,2015-09-03 00:35:44,12620,Activist Humanitarian Environmentalist Conservationist Progressive Peace🌍🌻🌷🌸 #BanAssaultWeapons #BlackLivesMatter  #CHILDRENMATTER  #BidenHarris2020🙏🏽🇺🇸,False,False,"Missouri, USA",11322,712950,135
,1324056697313382405,2020-11-04 18:31:31,"RT @joncoopertweets: President-elect Joe Biden — has a nice ring to it! 😃
#CountEveryVote",613,0,False,,,"{'text': 'CountEveryVote', 'indices': [74, 89]}","{'screen_name': 'joncoopertweets', 'name': 'Jon Cooper 🇺🇸', 'id': 27493883, 'id_str': '27493883', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,212997613,Sylvie 🇨🇦,Syllabbe,2010-11-07 17:32:30,2242,Concerned Canadian 😷 following the crazy political situation in the USA -  #Resist  #BidenHarris #ArrestDeJoy 🚫DMs🚫MAGAs #CountAllTheVotes,False,False,Quebec (Canada),3051,2560,1
,1324056694624788487,2020-11-04 18:31:30,"RT @swingleft: As of today, 70 million Americans voted for @JoeBiden, smashing @BarackObama's 2008 record for most votes received by a US p…",20,0,False,,,,"{'screen_name': 'swingleft', 'name': 'Swing Left', 'id': 800704496246484992, 'id_str': '800704496246484992', 'indices': [3, 13]},{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [59, 68]},{'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': 813286, 'id_str': '813286', 'indices': [79, 91]}",Twitter for Android,http://twitter.com/download/android,23042127,Anthony James McCall,Mixedoreeo,2009-03-06 07:29:45,369,Homosexual male. Mixed with Black&White. Funny and Hysterical. In a realationship. I love britney spears ever since 98' #TeamBritneySpears #TeamGingah,False,False,anderson southcarolina,917,12467,2
,1324056694566113280,2020-11-04 18:31:30,"RT @ericgarland: I'm not calling ANY election until I know the active duty military, the disabled, the ill, and ALL Americans have had thei…",237,0,False,,,,"{'screen_name': 'ericgarland', 'name': 'Eric Garland', 'id': 16912124, 'id_str': '16912124', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,780155430412574720,Sharon Rudow😷✌️,PlayaSharon,2016-09-25 21:22:04,2445,"exCEO lex services,backgammon master. Facts are not subjective. Proud Liberal. Putin owns Trump. She/her. Black Lives Matter. No lists please.",False,False,"Chevy Chase, MD",442,74160,2
,1324056694050164736,2020-11-04 18:31:30,RT @MeidasTouch: #CountEveryVote https://t.co/thqVr34R2F,532,0,False,,,"{'text': 'CountEveryVote', 'indices': [17, 32]}","{'screen_name': 'MeidasTouch', 'name': 'MeidasTouch.com', 'id': 1243560408025198593, 'id_str': '1243560408025198593', 'indices': [3, 15]}",Twitter for Android,http://twitter.com/download/android,3309350937,Sandy 🏡 #GoJoe #WearAMask😷 #StayHome #WeWillVote,lifeisgoodform,2015-06-05 15:42:59,983,"Anthropomorphic, tree hugger;never tRump; lover of animals and the planet; #RESIST #FlipFloridaBlue #VoteThemAllOut2020 At Every Level FOREVER
*NO DMs*No Lists*",False,False,"Florida, USA",1909,73527,0
,1324056692288573441,2020-11-04 18:31:29,"RT @sr_simone: My thoughts this morning: It is frustrating that we do not know immediately who won our Presidential election. Nonetheless,…",6,0,False,,,,"{'screen_name': 'sr_simone', 'name': 'Sr. Simone Campbell', 'id': 318518392, 'id_str': '318518392', 'indices': [3, 13]}",Twitter for Android,http://twitter.com/download/android,8808022,"Sister Susan Francois, CSJP",susanfrancois,2007-09-11 11:16:25,3589,"Gen X Catholic Sister- Congregation Leadership Team Member, Sisters of St. Joseph of Peace - Disclaimer: Tweets/Retweets are my own & do not represent any group",False,False,,1018,7256,38
,1324056692032614401,2020-11-04 18:31:29,"RT @PadmaLakshmi: Honestly, we could still take the Senate, once the outstanding 20 million votes are counted 😏

Choosing the ""audacity of…",2,0,False,,,,"{'screen_name': 'PadmaLakshmi', 'name': 'Padma Lakshmi', 'id': 57371662, 'id_str': '57371662', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,1086715814617796613,Alexander Edelman,AIEdelman,2019-01-19 20:03:35,361,"Southpaw, 🦛, Democrat, NBA fan. In that order. @DCCC National Field Director. All opinions are my own, but I’m good at sharing so you can have some too.",False,False,"Washington, DC",325,1369,0
,1324056691831414784,2020-11-04 18:31:29,"RT @PadmaLakshmi: Honestly, we could still take the Senate, once the outstanding 20 million votes are counted 😏

Choosing the ""audacity of…",2,0,False,,,,"{'screen_name': 'PadmaLakshmi', 'name': 'Padma Lakshmi', 'id': 57371662, 'id_str': '57371662', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,249702078,lisa,lilpistol2102,2011-02-09 16:08:30,194,,False,False,,1021,15577,15
,1324056691541860352,2020-11-04 18:31:29,"RT @MuellerSheWrote: Trump campaign manager Bill Stepian, who replaced Brad Parscale (arrested), who replaced Paul Manafort (convicted), sa…",187,0,False,,,,"{'screen_name': 'MuellerSheWrote', 'name': 'Mueller, She Wrote Podcast', 'id': 926164634570067968, 'id_str': '926164634570067968', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,13634542,Jackie Turner,jackieturner,2008-02-18 18:12:52,480,"Food, film and fashion enthusiast. 🇬🇩Traveler. ""The only thing necessary for the triumph of evil is that good men should do nothing."" -EB",False,False,Seattle,1337,41762,47
,1324056690044620805,2020-11-04 18:31:29,"RT @DebraMessing: YESSSSSSSSSSSSSSSSS!!!!!! 

#BIDEN is WINNING!!! We KNEW IT!  Who hop! When they #CountEveryVote #Biden will be PRESIDENT…",173,0,False,,,"{'text': 'BIDEN', 'indices': [46, 52]},{'text': 'CountEveryVote', 'indices': [99, 114]},{'text': 'Biden', 'indices': [115, 121]}","{'screen_name': 'DebraMessing', 'name': 'Debra Messing✍🏻', 'id': 499073990, 'id_str': '499073990', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,1265336163004551168,Brian Rupp,BrianRupp16,2020-05-26 17:37:14,55,"Just making my way through! Fighting disinformation, and working towards peace! Biomedical Engineer, Programmer, Scientist, Thinker, Hockey Player and Fan.",False,False,,147,5784,1
,1324056690036269057,2020-11-04 18:31:29,"RT @MarchForScience: In science, you can’t publish your study before you’ve finished collecting all of your data. 

#CountEveryVote",47,0,False,,,"{'text': 'CountEveryVote', 'indices': [116, 131]}","{'screen_name': 'MarchForScience', 'name': 'March For Science', 'id': 823565852922576897, 'id_str': '823565852922576897', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,206798515,Chris,TinyRockCitizen,2010-10-23 19:05:37,76,"Marine Corps Veteran, RC enthusiast, Male Human, Father, Husband, Space Rock Dweller, Ponderer of things and stuff",False,False,Earth,242,2879,4
,1324056688865943552,2020-11-04 18:31:29,"@DonaldJTrumpJr #EveryVoteCounts #CountEveryVote #CountAllTheVotes #CountTheVotes 

#ByeDonSongs https://t.co/QUWvWe3rmp",0,0,True,,,"{'text': 'EveryVoteCounts', 'indices': [16, 32]},{'text': 'CountEveryVote', 'indices': [33, 48]},{'text': 'CountAllTheVotes', 'indices': [49, 66]},{'text': 'CountTheVotes', 'indices': [67, 81]},{'text': 'ByeDonSongs', 'indices': [84, 96]}","{'screen_name': 'DonaldJTrumpJr', 'name': 'Donald Trump Jr.', 'id': 39344374, 'id_str': '39344374', 'indices': [0, 15]}",Twitter for iPad,http://twitter.com/#!/download/ipad,22553300,Denise Henwood,DeniseHenwood,2009-03-02 23:36:07,8058,#Atheist #Humanist #Freethinker #FBR #T1D #AnimalAdvocate #LoveIsLove #EqualRights #BlackLivesMatter #abz #yyc #las 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇨🇦 🇺🇸 🇮🇷 🇵🇸🏳️‍🌈,False,False,abz yyc las,8026,111605,83
,1324056688450830343,2020-11-04 18:31:28,"RT @MaketheRoadAct: 🚨ACTION ALERT TODAY🚨

Democracy is only as strong as the people's will to defend it. We must #CountEveryVote and stand…",6,0,False,,,"{'text': 'CountEveryVote', 'indices': [113, 128]}","{'screen_name': 'MaketheRoadAct', 'name': 'Make the Road Action 🦋', 'id': 551520612, 'id_str': '551520612', 'indices': [3, 18]}",Twitter Web App,https://mobile.twitter.com,2356566228,Naomi Dann,naomi_dann,2014-02-22 16:11:14,5429,'The only recognizable feature of hope is action' ~Grace Paley,True,False,"Brooklyn, NY",1990,12487,93
,1324056687771295749,2020-11-04 18:31:28,"RT @alikhan28: #CountEveryVote 
#CountAllTheVotes 
#KeepTheFaith 
#VoteHealth https://t.co/bEnLbmbo7n",1,0,True,,,"{'text': 'CountEveryVote', 'indices': [15, 30]},{'text': 'CountAllTheVotes', 'indices': [32, 49]},{'text': 'KeepTheFaith', 'indices': [51, 64]},{'text': 'VoteHealth', 'indices': [66, 77]}","{'screen_name': 'alikhan28', 'name': 'Ali Khan, MD, MPP', 'id': 116241582, 'id_str': '116241582', 'indices': [3, 13]}",Twitter for iPhone,http://twitter.com/download/iphone,2886412360,Doctors for Biden,DoctorsForBiden,2014-11-21 01:21:59,12044,Doctors and health professionals across the country organizing to support Joe Biden and Kamala Harris #TeamJoe #VoteEarly #VoteHealth #Rally4Health,False,False,United States of America,1376,6585,66
,1324056687096070147,2020-11-04 18:31:28,"RT @stengel: Just saying, Biden already as 69.7 million popular votes—the most in history and three million more than Sec'y Clinton—and at…",366,0,False,,,,"{'screen_name': 'stengel', 'name': 'Richard Stengel', 'id': 807357676300730368, 'id_str': '807357676300730368', 'indices': [3, 11]}",Twitter Web App,https://mobile.twitter.com,2330682637,Geraldine Robinson,Geraldi88569271,2014-02-06 18:27:22,9,,False,False,,100,7694,0
,1324056686982651904,2020-11-04 18:31:28,RT @carllunaman: Count Every Vote!  Count Every Vote! Count Every Vote! #CountEveryVote,1,0,False,,,"{'text': 'CountEveryVote', 'indices': [72, 87]}","{'screen_name': 'carllunaman', 'name': 'Carl Luna', 'id': 249797648, 'id_str': '249797648', 'indices': [3, 15]}",Twitter Web App,https://mobile.twitter.com,261010931,Carlo Cecchetto,CarloNews8,2011-03-05 02:10:16,5961,Anchor/Reporter KFMB-TV CBS 8 & CW San Diego.,True,False,San Diego,1176,48858,165
,1324056686781497344,2020-11-04 18:31:28,"RT @ewarren: Waiting in line for hours.
Facing voter intimidation.
Figuring out how to vote safely.

Americans made their voices heard in r…",4239,0,False,,,,"{'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [3, 11]}",Twitter for Android,http://twitter.com/download/android,241730428,Behax 🔞🌟Commissions open🌟,Behaxeltzi,2011-01-23 00:46:10,445,"She/Her - 30+ Illustrator and character artist. 
Fandom -BSD-/P5/DMC/D&D/FF14

Follow @Behaxdraws for my SFW art account. 

🌟Commissions Open🌟 DM for details!",False,False,United Kingdom,464,60269,18
,1324056686517211136,2020-11-04 18:31:28,@ProfessorAMuse @electroboyusa #CountEveryVote #CountAllTheVotes #CountTheVotes,0,0,False,,,"{'text': 'CountEveryVote', 'indices': [31, 46]},{'text': 'CountAllTheVotes', 'indices': [47, 64]},{'text': 'CountTheVotes', 'indices': [65, 79]}","{'screen_name': 'ProfessorAMuse', 'name': '𝐏𝐫𝐨𝐟𝐞𝐬𝐬𝐨𝐫 𝐀 𝐌𝐮𝐬𝐞 💬', 'id': 1956573918, 'id_str': '1956573918', 'indices': [0, 15]},{'screen_name': 'electroboyusa', 'name': 'Andy Behrman', 'id': 366498596, 'id_str': '366498596', 'indices': [16, 30]}",Twitter for iPad,http://twitter.com/#!/download/ipad,1947853646,BeckyO ♜,Unknown03517819,2013-10-08 20:13:17,203,"Traveler, reader, collector of waterfalls, lover of grandchildren, determined to make the world a better place while I am here.",False,False,"Elkridge, MD",90,24752,1
