,text,retweetCount,likeCount,isQuote,source,userId,userFollowersCount,userVerified,userProtected,userFriendsCount,userStatusesCount,userListedCount,userOnTwitter(Months),trending,feat_0,feat_1,feat_2,feat_3,feat_4,flair_sentiment,flair_fast_sentiment,polarity,polarity_positive,polarity_negative,polarity_compound
89,90 - year - old Margaret Keenan is the first person in the UK to receive the Pfizer / BioNTech vaccine outside of a clinical trial .…,4733,0,False,IPHONE,96858771,1088,False,False,806,47462,4,131,0,7.513994815343577e-05,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,-0.9635486006736755,0.6698853373527527,0.11666666666666665,0.0,0.0,0.0
90,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11245,0,False,IPHONE,540989026,2103,False,False,3237,62870,9,104,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
91,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11245,0,False,IPHONE,56304837,213,False,False,2243,4578,8,136,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
92,"Margaret Keenan , 90 , was the 1st person in the world to get Pfizer ' s # COVID19 vaccine : "" I say go for it , go for it because it ' s …",79,0,False,IPHONE,869747943322079235,301,False,False,318,13976,0,42,0,1.2523324692239296e-05,7.513994815343577e-05,0.00015027989630687154,0.00018784987038358944,0.0004257930395361361,-0.9838317632675171,0.5323056578636169,0.0,0.0,0.0,0.0
93,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11245,0,False,ANDROID,883640703104012288,22,False,False,192,1598,1,41,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
94,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3478,0,False,IPHONE,324113684,1583,False,False,1354,10912,4,113,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
95,Margaret Keenan became the first person to receive the vaccine out of trials today . In the year she was born we did not ha …,76,0,False,ANDROID,462255067,295,False,False,765,57643,24,106,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.0005134563123818111,0.0006011195852274862,-0.9818300604820251,0.8981063365936279,0.25,0.0,0.075,-0.2584
96,_mak Ever heard of someone called Margaret Keenan ?,0,0,False,IPHONE,2583832141,641,False,False,3151,3217,52,77,0,0.00018784987038358944,0.10488284429750411,0.20663485742194837,0.3834141087775983,0.3834266321022905,-0.9885479211807251,-0.6203262805938721,0.0,0.0,0.0,0.0
97,Histórico : Margaret Keenan es la primera persona en recibir la vacuna del covid de Pfizer - BioNTech en Europa …,6,0,False,ANDROID,2391666276,303,False,False,867,17408,1,80,0,0.00018784987038358944,0.0029429813026762347,0.0029930746014451915,0.003418867640981328,0.004708770084281975,0.9971332550048828,0.8658913969993591,0.0,0.0,0.0,0.0
98,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11245,0,False,WEB,878291073226993664,4590,False,False,1309,81168,17,41,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
99,"Día "" V "": Margaret Keenan de 90 años es la primera persona en recibir la vacuna contra la COVID - 19 de la empresa Pfi …",0,0,True,ANDROID,174919199,2171,False,False,859,19412,15,124,0,0.00017532654569135013,0.00018784987038358944,0.00043831636422837533,0.0018534520544514158,0.002241675119910834,0.9483535289764404,0.8164178729057312,0.0,0.0,0.0,0.0
100,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,28314403,123,False,False,521,8632,1,140,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
101,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3524,0,False,IPHONE,1080253776882253824,276,False,False,216,16839,9,23,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
102,"Irish media : Margaret Keenan , 90 year old Irish granny becomes first to receive vaccine English media : Tally ho !…",0,0,False,ANDROID,725707090250096640,978,False,False,718,57177,8,55,0,0.00018784987038358944,0.0002504664938447859,0.0004257930395361361,0.001314949092685126,0.006637362086886827,-0.9992786049842834,0.8036885857582092,0.06999999999999999,0.0,0.0,0.0
103,"Imagen histórica : la primera vacunación contra la # COVID19 en el Reino Unido . Margaret Keenan , de 90 años , recibió la prime …",448,0,False,IPHONE,924731108645851136,1,False,False,40,40,0,37,0,0.00018784987038358944,0.0004257930395361361,0.0011771925210704937,0.001690648833452305,0.0018534520544514158,0.9984896183013916,0.892411470413208,0.0,0.0,0.0,0.0
104,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,1271861432049680386,36,False,False,144,4551,0,5,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
105,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,694554081285836800,50,False,False,71,118,0,58,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
106,": United_Kingdom : FLASH - Margaret Keenan , 91 ans la semaine prochaine , est devenue la première personne au monde ( hors ceux des essais ) à …",50,0,False,ANDROID,4439756373,245,False,False,646,34841,1,59,0,0.00018784987038358944,0.0004257930395361361,0.019486293221124343,0.019498816545816585,0.046912374297128405,0.9985108971595764,0.5326423048973083,0.0,0.0,0.0,0.0
107,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,1278884461430681603,21,False,False,219,872,0,5,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
108,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,299793776,160,False,False,488,711,0,114,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
109,History was made as 90 - year - old grandmother Margaret Keenan became the first person in the UK - and the world - to receive the …,61,0,False,IPHONE,777468228750761986,329,False,False,866,39569,0,50,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.9800145626068115,0.9401165246963501,0.175,0.0,0.0,0.0
110,"A 90 - year - old from Northern Ireland , Margaret Keenan , became the first person in the world to receive the Pfizer COVID - 19 vacc …",47,0,False,IPHONE,1276987088,198,False,False,368,12754,5,92,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9998314380645752,0.975834846496582,0.175,0.0,0.0,0.0
111,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,801005576042008576,463,False,False,455,6894,3,48,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
112,": red_circle : ÚLTIMA HORA | Una mujer de 90 años , la primera persona en recibir la vacuna de Pfizer . Una mujer británica de 90 años , Marga …",922,0,False,UNKNOWN,1279220108699844608,778,False,False,1642,2179,0,5,0,0.0018534520544514158,0.002792701406369363,0.0029429813026762347,0.0029930746014451915,0.003418867640981328,0.9957629442214966,0.9331050515174866,0.0,0.0,0.0,0.0
113,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,315185279,279,False,False,1887,3326,5,113,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
114,"A 90 - year - old woman named Margaret Keenan was the first personal in the world to receive a Covid - 19 vaccine , outside of clini …",6,0,False,ANDROID,246646501,1580,True,False,1198,6702,80,118,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9989771842956543,0.8929757475852966,0.0875,0.0,0.0,0.0
115,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,UNKNOWN,891891343,8775,False,False,8321,31123,0,97,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
116,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,13674762,794,False,False,1095,99142,21,153,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
117,The first two people to receive the vaccine in England are 90 - year - old Margaret Keenan and 81 - year - old WILLIAM SHAK …,0,0,False,WEB,273460698,924,True,False,3009,1422,37,116,0,0.00018784987038358944,0.0002504664938447859,0.0006011195852274862,0.0008140161049955542,0.0011521458716860153,-0.9740926027297974,-0.6008108854293823,0.15,0.0,0.0,0.0
118,"First person to receive Pfizer Covid - 19 vaccine is Margaret Keenan , 90 , as UK begins biggest vaccination programme in NHS …",3200,0,False,IPHONE,777468228750761986,329,False,False,866,39569,0,50,0,0.00017532654569135013,0.00018784987038358944,0.0002504664938447859,0.0004257930395361361,0.0007388761568421185,-0.7178003191947937,0.7613493204116821,0.25,0.0,0.0,0.0
119,The science behind this moment is incredible . But the * most * magical thing about Margaret Keenan ' s Covid jab ? That the …,341,0,False,ANDROID,742146747309391872,87,False,False,424,10889,5,53,0,1.2523324692239296e-05,0.00018784987038358944,0.003268587744674456,0.00622409237204293,0.04199070769307836,-0.6085422039031982,0.5788519978523254,0.375,0.0,0.0,0.0
120,BREAKING : 90 year old Margaret Keenan becomes first person to receive Pfizer ' s coronavirus vaccine in UK ' s vaccination …,1030,0,False,ANDROID,392330341,4032,False,False,851,115126,57,109,0,1.2523324692239296e-05,0.00018784987038358944,0.0002504664938447859,0.0005134563123818111,0.0015779389112221512,-0.9995606541633606,-0.593105673789978,0.175,0.0,0.0,0.0
121,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,24160817,496,False,False,3297,16395,8,140,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
122,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,162718915,1148,False,False,1225,27484,14,125,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
123,": red_circle : ÚLTIMA HORA | Una mujer de 90 años , la primera persona en recibir la vacuna de Pfizer . Una mujer británica de 90 años , Marga …",922,0,False,UNKNOWN,1279217951682461698,498,False,False,1219,2079,0,5,0,0.0018534520544514158,0.002792701406369363,0.0029429813026762347,0.0029930746014451915,0.003418867640981328,0.9957629442214966,0.9331050515174866,0.0,0.0,0.0,0.0
124,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,2874681810,177,False,False,436,5755,0,73,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
125,": United_Kingdom : | AHORA - CORONAVIRUS : Margaret Keenan : "" No puedo agradecer lo suficiente a May y al personal del NHS que me han cuida …",13,0,False,ANDROID,2290117584,62,False,False,601,5942,0,82,0,0.00018784987038358944,0.0018284054050669372,0.014426870045459669,0.017319758049366946,0.019486293221124343,-0.8729629516601562,-0.5084952712059021,0.0,0.0,0.073,-0.296
126,"Prestes a completar 91 anos , Margaret Keenan é primeira pessoa a receber a vacina da Pfizer contra o novo coronavírus fora d …",179,0,False,IPHONE,368054086,607,False,False,928,41221,1,111,0,0.00018784987038358944,0.010006136429099198,0.012886501108314236,0.013650423914540832,0.015303502773916419,-0.5032322406768799,0.5464249849319458,0.0,0.0,0.0,0.0
127,": red_circle : ÚLTIMA HORA | Una mujer de 90 años , la primera persona en recibir la vacuna de Pfizer . Una mujer británica de 90 años , Marga …",922,0,False,UNKNOWN,1286018327777882115,600,False,False,1177,2044,0,4,0,0.0018534520544514158,0.002792701406369363,0.0029429813026762347,0.0029930746014451915,0.003418867640981328,0.9957629442214966,0.9331050515174866,0.0,0.0,0.0,0.0
128,"A 90 - year - old from Northern Ireland , Margaret Keenan , became the first person in the world to receive the Pfizer COVID - 19 vacc …",47,0,False,IPHONE,53201731,1966,False,False,4117,200320,1133,137,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9998314380645752,0.975834846496582,0.175,0.0,0.0,0.0
129,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,243520461,23124,True,False,1211,12554,52,118,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
130,The science behind this moment is incredible . But the * most * magical thing about Margaret Keenan ' s Covid jab ? That the …,341,0,False,WEB,146429315,613,False,False,971,3218,16,126,0,1.2523324692239296e-05,0.00018784987038358944,0.003268587744674456,0.00622409237204293,0.04199070769307836,-0.6085422039031982,0.5788519978523254,0.375,0.0,0.0,0.0
131,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,207201098,109,False,False,273,26983,9,121,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
132,"BREAKING : Margaret Keenan , 90 , becomes first person in the world to receive the Pfizer Covid - 19 vaccine , from Filipino nur …",2101,0,False,ANDROID,3008000731,795,False,False,455,2967,0,70,0,7.513994815343577e-05,0.00015027989630687154,0.00017532654569135013,0.00018784987038358944,0.0002504664938447859,-0.9953300952911377,0.933180034160614,0.25,0.0,0.0,0.0
133,Primera mujer vacunada con la fórmular de Biontech Pfizer Margaret Keenan de 90 años recibió la vacuna en un hospital de C …,233,0,False,IPHONE,215001050,231,False,False,626,15642,2,120,0,0.00018784987038358944,0.0018534520544514158,0.002792701406369363,0.0029429813026762347,0.00941754016856395,0.9771960973739624,0.6639965772628784,0.0,0.0,0.0,0.0
134,"A 90 - year - old from Northern Ireland , Margaret Keenan , became the first person in the world to receive the Pfizer COVID - 19 vacc …",47,0,False,IPHONE,776878510782775297,70,False,False,87,739,1,50,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9998314380645752,0.975834846496582,0.175,0.0,0.0,0.0
135,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,25043839,491,False,False,169,11950,30,140,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
136,First vaccine patient Margaret Keenan strangely compelled into shopping spree for Microsoft products - …,28,0,False,IPHONE,107533996,445,False,False,1042,10017,5,130,0,0.00018784987038358944,0.38407784498628694,0.3840903683109792,0.38410289163567146,0.38411541496036367,-0.8660100698471069,0.7105116844177246,0.1,0.073,0.134,-0.25
137,"Margaret Keenan , de 90 años , se convierte en la primera persona en recibir la vacuna contra el coronavirus de Pfizer en el …",52,0,False,ANDROID,1075136652404842497,3487,False,False,3823,3027,1,23,0,0.00018784987038358944,0.0004257930395361361,0.001690648833452305,0.0018534520544514158,0.002792701406369363,0.9585056900978088,0.9097143411636353,0.0,0.0,0.0,0.0
138,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11725,0,False,IPHONE,200837952,101,False,False,405,7909,2,121,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
139,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,20133689,50,False,False,485,386,5,142,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
140,"A 90 - year - old woman named Margaret Keenan was the first personal in the world to receive a Covid - 19 vaccine , outside of clini …",6,0,False,ANDROID,3007650226,276,False,False,616,8022,4,70,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9989771842956543,0.8929757475852966,0.0875,0.0,0.0,0.0
141,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3524,0,False,IPHONE,1243174659434086402,30,False,False,454,3246,0,8,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
142,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3524,0,False,IPHONE,1271318656958390272,18,False,False,374,593,0,5,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
143,"# 8Dic Margaret Keenan de 90 años es aplaudida por el equipo médico del Hospital Universitario de Coventrys de Inglaterra ,…",2,0,False,WEB,730792020965490688,1379,False,False,3455,199853,3,54,0,0.00018784987038358944,0.0018534520544514158,0.002792701406369363,0.004107650499054489,0.031007751937984496,0.9988836646080017,0.9825409054756165,0.0,0.0,0.0,0.0
144,"El ministro de Sanidad británico , Matt Hancock , se ha mostrado "" emocionado "" por el comienzo de la vacunación contra el coronav …",25,0,False,ANDROID,1307362397540233221,32,False,False,121,2395,0,2,0,0.002241675119910834,0.005497739539893051,0.0152659327998397,0.017294711399982468,0.020650962417502597,0.9984492063522339,0.9075366258621216,0.0,0.091,0.0,0.34
145,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,27336640,143,False,False,604,1666,6,140,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
146,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,951925556,84,False,False,394,3550,0,96,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
147,Las autoridades sanitarias británicas empezaron este martes a suministrar las primeras dosis de una vacuna contra el CO …,1,0,False,ANDROID,187223662,1764,False,False,3061,57268,41,123,0,0.005497739539893051,0.014464440019536387,0.019523863195201063,0.04716284079097319,0.06016205182151758,0.9230329990386963,0.7733862400054932,0.0,0.0,0.0,0.0
148,Margaret Keenan received the first post - trial covid vaccine todaaaaay,1,0,False,WEB,1309065207503781888,829,False,False,673,981,0,2,0,0.00016280322099911085,0.00018784987038358944,0.05155852775794918,0.07048127136792276,0.14555860289789732,-0.7987452745437622,-0.7481486797332764,0.25,0.0,0.0,0.0
149,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,UNKNOWN,101070813,150,False,False,95,7836,0,131,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
150,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,304455324,240,False,False,1079,7376,4,114,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
151,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,45383727,371,False,False,1064,5856,0,138,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
152,The science behind this moment is incredible . But the * most * magical thing about Margaret Keenan ' s Covid jab ? That the …,341,0,False,ANDROID,2409658771,1022,False,False,1082,82137,17,80,0,1.2523324692239296e-05,0.00018784987038358944,0.003268587744674456,0.00622409237204293,0.04199070769307836,-0.6085422039031982,0.5788519978523254,0.375,0.0,0.0,0.0
153,Começou a vacinação contra o coronavírus no Reino Unido . Margaret Keenan faz 91 anos na semana que vem e foi a primeira vac …,770,0,False,ANDROID,830865499999318017,5154,False,False,4158,88183,9,45,0,0.00018784987038358944,0.0011771925210704937,0.008816420583336464,0.009492680116717386,0.011258468898323127,0.9011403918266296,0.558003842830658,0.0,0.0,0.084,-0.296
154,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3524,0,False,IPHONE,1115103919842181126,96,False,False,238,1862,0,20,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
155,"BREAKING : Margaret Keenan , 90 , becomes first person in the world to receive the Pfizer Covid - 19 vaccine , from Filipino nur …",2101,0,False,ANDROID,1259533982913314817,8,False,False,310,134,0,6,0,7.513994815343577e-05,0.00015027989630687154,0.00017532654569135013,0.00018784987038358944,0.0002504664938447859,-0.9953300952911377,0.933180034160614,0.25,0.0,0.0,0.0
156,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,29834153,233,False,False,377,1715,0,139,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
157,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,417935121,423,False,False,301,8244,0,108,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
158,"Imagen histórica : la primera vacunación contra la # COVID19 en el Reino Unido . Margaret Keenan , de 90 años , recibió la prime …",448,0,False,ANDROID,1245046751486148614,26,False,False,200,2907,0,8,0,0.00018784987038358944,0.0004257930395361361,0.0011771925210704937,0.001690648833452305,0.0018534520544514158,0.9984896183013916,0.892411470413208,0.0,0.0,0.0,0.0
159,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,WEB,543981418,5657,False,False,253,43709,164,104,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
160,": United_Kingdom : | CORONAVIRUS : Margaret Keenan se ha convertido en la primera persona en el mundo en recibir la vacuna , ella cumplirá …",66,0,False,ANDROID,703727509,1474,False,False,2596,80699,9,100,0,0.00018784987038358944,0.001690648833452305,0.0029429813026762347,0.0029930746014451915,0.0032310177705977385,0.8880686163902283,0.8966597318649292,0.0,0.088,0.0,0.34
161,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,984107306,2596,False,False,154,58255,9,96,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
162,"90 - year - old Margaret Keenan is the first to receive the Pfizer / BioNTech vaccine , administered by Matron May Parsons , as UK …",3524,0,False,ANDROID,247290719,4859,False,False,4150,170921,62,118,0,0.00016280322099911085,0.00018784987038358944,0.0002504664938447859,0.00040074639015165746,0.0006011195852274862,-0.934084951877594,0.93459552526474,0.175,0.0,0.0,0.0
163,"A 90 - year - old woman named Margaret Keenan was the first personal in the world to receive a Covid - 19 vaccine , outside of clini …",6,0,False,WEB,43646823,2755,False,False,837,23217,100,138,0,7.513994815343577e-05,0.00015027989630687154,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,-0.9989771842956543,0.8929757475852966,0.0875,0.0,0.0,0.0
164,BREAKING : The first Briton to get the Pfizer / BioNTech Covid - 19 vaccine -- 90 - year - old Margaret Keenan -- received the first of tw …,364,0,False,IPHONE,154601074,280,False,False,463,38584,0,125,0,0.00016280322099911085,0.00017532654569135013,0.00018784987038358944,0.00040074639015165746,0.0007388761568421185,-0.9999316930770874,-0.8468027710914612,0.19999999999999998,0.0,0.0,0.0
165,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,ANDROID,317395612,185,False,False,434,13426,1,113,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
166,"Reino Unido ya ha empezado la vacunación contra la covid . Esta es Margaret Keenan , de 90 años https ://…",133,0,False,IPHONE,324364543,154,False,False,905,1060,1,113,0,0.00018784987038358944,0.0004257930395361361,0.0011771925210704937,0.0018534520544514158,0.002792701406369363,0.9366554021835327,0.9441171288490295,0.0,0.107,0.0,0.34
167,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,311426591,390,False,False,388,5082,2,114,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
168,"I wonder how Bill Gates is going to spend his first day in control of Margaret Keenan , 90 , from Coventry .",11740,0,False,IPHONE,548318500,1200,False,False,1078,41424,2,104,0,0.00018784987038358944,0.0004257930395361361,0.0012147624951472117,0.001314949092685126,0.0014276590149152797,-0.9974923133850098,-0.6351487040519714,0.25,0.0,0.0,0.0
169,""" Si yo puedo hacerlo , tú también . Esta es una enfermedad terrible "" ha dicho tras convertirse en la primera persona en recib …",9,0,False,ANDROID,64242177,3184,False,False,1041,247951,20,135,0,0.0029930746014451915,0.0032310177705977385,0.0047588633830509324,0.005184656422587069,0.038296326908867764,-0.8525169491767883,0.6193315386772156,-1.0,0.081,0.105,-0.1779
