,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056729374646279,2020-11-04 18:31:38,"RT @pnrodenbush: Hard to overstate the importance this morning of winning Gov/State AG/Sec. of State races in Michigan, Wisconsin, and Penn…",327,0,False,,,"{'screen_name': 'pnrodenbush', 'name': 'Patrick Rodenbush', 'id': 140188005, 'id_str': '140188005', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,617512807,clark,youdoyoudawg,2012-06-24 21:55:08,1278,• un demi-litre de baise toi • you're welcome to leave my page • (he/him),False,False,Slytherin Common Room,665,144180,21
,1324056719836778498,2020-11-04 18:31:36,RT @joannachiu: I'm taking over from @_jennamoon to track live results for key swing states. It's still very close. The Trump campaign has…,1,0,False,,,,"{'screen_name': 'joannachiu', 'name': 'Joanna Chiu', 'id': 98077302, 'id_str': '98077302', 'indices': [3, 14]},{'screen_name': '_jennamoon', 'name': 'Jenna Moon', 'id': 24953154, 'id_str': '24953154', 'indices': [37, 48]}",Twitter Web App,https://mobile.twitter.com,1266745903471374336,James 🇨🇦🇺🇸🧊🧠,JamesNotNull,2020-05-30 15:05:15,93,"Learn rhetoric.
Read a book.",False,False,Canada,525,3303,0
,1324056719836745728,2020-11-04 18:31:36,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59250,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,22918653,bridget,culsch,2009-03-05 13:36:33,114,,False,False,"New York, USA",470,22378,0
,1324056719656472578,2020-11-04 18:31:36,"@Jen_Royle Almost. Arizona finally called for Biden, Wisconsin and Michigan flipped blue and the news out of Philad… https://t.co/M5N4p2TYYz",0,0,False,,,,"{'screen_name': 'Jen_Royle', 'name': 'Jen Royle', 'id': 126901915, 'id_str': '126901915', 'indices': [0, 10]}",Twitter for iPad,http://twitter.com/#!/download/ipad,1029969768219074560,Mark Farinella,FarinellaMark,2018-08-16 05:55:03,443,41-year pro football writer now transitioning to real life. Renaissance man. Big Norah O’Donnell fan. You’d probably enjoy being me.,False,False,Massachusetts,285,10610,5
,1324056719648002054,2020-11-04 18:31:36,Biden lidera con poco Wisconsin y Michigan; campaña de Trump afirma que triunfará | El Diario NY https://t.co/vdolwBdziY,0,0,False,,,,,Echobox,https://www.echobox.com,18872608,El Diario Nueva York,eldiariony,2009-01-11 17:18:09,45349,"¡El campeón de los hispanos en Nueva York! El periódico en español más antiguo de Estados Unidos con noticias de última hora, locales y nacionales.",True,False,New York,1705,183103,930
,1324056719362650113,2020-11-04 18:31:36,"RT @dfertl: Bernie called it...
#Election2020 #MailInVoting #Trump #Biden #USElection2020 #Michigan #Wisconson #Pennsylvania 
https://t.co/…",452,0,False,,,"{'text': 'Election2020', 'indices': [32, 45]},{'text': 'MailInVoting', 'indices': [46, 59]},{'text': 'Trump', 'indices': [60, 66]},{'text': 'Biden', 'indices': [67, 73]},{'text': 'USElection2020', 'indices': [74, 89]},{'text': 'Michigan', 'indices': [90, 99]},{'text': 'Wisconson', 'indices': [100, 110]},{'text': 'Pennsylvania', 'indices': [111, 124]}","{'screen_name': 'dfertl', 'name': 'Duroyan Fertl', 'id': 15177954, 'id_str': '15177954', 'indices': [3, 10]}",Twitter Web App,https://mobile.twitter.com,339798864,Mark Garcia,maarchk,2011-07-21 17:38:29,63,"Economic and Workforce Builder. Kite Flyer. I believe wealth is for all, not just the wealthy.",False,False,"The Bay, USA",266,1756,1
,1324056719186681857,2020-11-04 18:31:36,RT @hermanntertsch: Resulta que Arizona se le había concedido a Biden sin motivo y por “un error que brevemente mostró un número erróneo de…,388,0,False,,,,"{'screen_name': 'hermanntertsch', 'name': 'Hermann Tertsch', 'id': 257332880, 'id_str': '257332880', 'indices': [3, 18]}",Twitter for Android,http://twitter.com/download/android,1071887564,Mónica Luna de André,villamonalva,2013-01-08 20:14:57,1029,Amante de la libertad. Sevillana y ancap. Nadie logró explicarme jamás en qué me beneficia la existencia del estado. Lo rechazo como forma de coerción.,False,False,,690,83326,26
,1324056719010500617,2020-11-04 18:31:36,"RT @MashiRafael: Conteo en Michigan, con 95%, acaba de cambiar a liderazgo demócrata. Los votos por correo -mayoritariamente demócratas- se…",1083,0,False,,,,"{'screen_name': 'MashiRafael', 'name': 'Rafael Correa', 'id': 209780362, 'id_str': '209780362', 'indices': [3, 15]}",Twitter for Android,http://twitter.com/download/android,3179610103,Edwin Guevara,EdwinGuevara202,2015-04-29 19:30:41,190,Que  culpa  tengo  yo  de  tener la  sangre  roja y el  corazón ala  izquierda.,False,False,,251,47992,5
,1324056718968606722,2020-11-04 18:31:36,RT @Jurassickingdom: Er is wel een wonder in Michigan gaande nu. Precies wat de democraten nodig hadden. Precies wat Biden al voorspelde. P…,7,0,False,,,,"{'screen_name': 'Jurassickingdom', 'name': 'R.H.A. van Mill', 'id': 2261427805, 'id_str': '2261427805', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,297562095,d'nHelmonder,dunhelmonder,2011-05-12 18:27:38,1208,"✖️✖️✖️GEEN MENING!!...ALTHANS, HIJ SLAAT NERGENS OP!! Ajax, Jimi Hendrix, Woodstock, jaren 60, Pink Floyd, autoschadebusiness Helmond",False,False,"helmond,the netherlands",2434,61112,43
,1324056718716948482,2020-11-04 18:31:36,"Trump is at 214. Biden is at 238. Trump will get PA, Alaska, Georgia, and NC (an additional 61 electoral votes). Bi… https://t.co/xQg22JhZHc",0,0,False,,,,,Twitter Web App,https://mobile.twitter.com,1157116215854284801,⚖ Stacie 4 Tulsi 🌺🎗❄⛵🗽,Stacie4Tulsi,2019-08-02 02:29:38,1442,"MAGA!!! Bring it on, all of you vile little paid trolls. Take your best shot. I promise you, you'll lose.",False,False,,732,17738,10
,1324056718699950080,2020-11-04 18:31:36,"RT @PalmerReport: Joe Biden’s lead in Michigan grows to 48,000 votes.",446,0,False,,,,"{'screen_name': 'PalmerReport', 'name': 'Palmer Report', 'id': 15115280, 'id_str': '15115280', 'indices': [3, 16]}",Twitter Web App,https://mobile.twitter.com,65484074,Charis Constantine,lunar_aphrodite,2009-08-13 22:17:38,9789,🇦🇺🔥 Aussie multi-genre Author of strong female characters. LOVE belly laughs & red wine. Lefty. ALP Member. Female Farmer. Mum and Grams. A LOUD Australian!,False,False,"Toowoomba, QLD, Australia",8325,35393,138
,1324056718645616642,2020-11-04 18:31:36,@WeaponizedRage They won't get past michigan,0,0,False,,,,"{'screen_name': 'WeaponizedRage', 'name': 'Weaponized Nerd Rage', 'id': 893750541267894272, 'id_str': '893750541267894272', 'indices': [0, 15]}",Twitter for Android,http://twitter.com/download/android,1159229892262879232,indio 🚾,indiocomics,2019-08-07 22:28:38,345,"comics are for everyone, dumdums.",False,False,Altair 4,347,8943,0
,1324056718616141825,2020-11-04 18:31:36,Voter fraud is so evident in Michigan.... not a SINGLE FUCKING vote was for Trump out of “138K”???? This is insanity,0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,1291511087591051268,Dan Reed,XxXDirtyDanX95,2020-08-06 23:07:13,9,The Ultimate Truth Teller. Chicago Sports,False,False,"Flint, MI",35,428,0
,1324056718305824771,2020-11-04 18:31:36,"If Michigan and Wisconsin hold blue, I promise not to make fun of Jim Harbaugh and Paul Chryst for a month. Crazy t… https://t.co/vOIR3GMTUh",0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,725169450069139456,Grant H,hartlessgrant,2016-04-27 03:47:24,133,Penn State 2020,False,False,,228,1596,0
,1324056718125551622,2020-11-04 18:31:36,"RT @DarrenEuronews: 😬 NEW: In South Florida, USPS failed to deliver 27% of mail ballots

Quite incredible and difficult to gauge what impac…",2594,0,False,,,,"{'screen_name': 'DarrenEuronews', 'name': 'Darren McCaffrey', 'id': 20846658, 'id_str': '20846658', 'indices': [3, 18]}",Twitter for Android,http://twitter.com/download/android,597658021,Jesse,ForgottenTruth1,2012-06-02 18:56:27,35,No snowflake in an avalanche ever feels responsible.,False,False,,270,1237,0
,1324056718079385600,2020-11-04 18:31:36,@Razormarks69420 Look up hell Michigan and get a rough synopsis of how that would go,0,0,False,,,,"{'screen_name': 'Razormarks69420', 'name': 'Razormarks', 'id': 1203376414684262402, 'id_str': '1203376414684262402', 'indices': [0, 16]}",Twitter for Android,http://twitter.com/download/android,1279281734605996033,owo,o_w_0_w_o,2020-07-04 05:12:00,321,an incredible moron🔥🔥🔥,False,False,leafy's crashed car,709,2784,4
,1324056717852921856,2020-11-04 18:31:35,"RT @HowieCarrShow: Very Odd: Michigan Found Over 100,000 Ballots and Every Single One Has Joe Biden's Name on It https://t.co/wiKR63kzXJ",4121,0,False,,,,"{'screen_name': 'HowieCarrShow', 'name': 'Howie Carr', 'id': 1326005070, 'id_str': '1326005070', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,3077228206,José manuel,PepinfdezJose,2015-03-07 13:08:27,335,ZAPATERO : EL TONTO ÚTIL DE PABLO IGLESIAS PEDRO SÁNCHEZ : EL ÚTIL TONTO DE PABLO IGLESIAS,False,False,,542,6270,0
,1324056717672517632,2020-11-04 18:31:35,"RT @henriolliveira_: Quer dizer que em MICHIGAN apareceram

QUASE 140.000 VOTOS 

de uma só vez para BIDEN e NENHUM voto para TRUMP?

Tem m…",113,0,False,,,,"{'screen_name': 'henriolliveira_', 'name': 'Henrique', 'id': 1315396217900236801, 'id_str': '1315396217900236801', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,1018121852017954817,@AntonioMeira8,AntonioMeira8,2018-07-14 13:15:40,1811,"Capitão continue lutando pelo seu povo! ""O ignorante afirma, o sábio duvida, o sensato reflete"" - Aristóteles.",False,False,"Rio de Janeiro, Brasil",3295,34463,0
,1324056717626257409,2020-11-04 18:31:35,RT @MaxKaiser75: Buen día! 😃 Michigan y Wisconsin están prácticamente empatados después de estar claramente en favor de Trump! En Georgia y…,72,0,False,,,,"{'screen_name': 'MaxKaiser75', 'name': 'Max Kaiser', 'id': 3264949920, 'id_str': '3264949920', 'indices': [3, 15]}",Twitter for iPad,http://twitter.com/#!/download/ipad,183804158,Jorge Ayala Becerril,JorgeAyalaB,2010-08-27 23:06:28,596,"Deportes, Cultura, Finanzas, Emprendimiento, Tecnología, Bon Vivant...Viva México 🇲🇽!!",False,False,"Ecatepec, México",3505,12369,4
,1324056717357912068,2020-11-04 18:31:35,RT @Bizzytrill: Them folks in Michigan ain’t mean to vote for trump they dehydrated and confused 😭💀,69,0,False,,,,"{'screen_name': 'Bizzytrill', 'name': 'Bizmark 🇬🇭', 'id': 2593852448, 'id_str': '2593852448', 'indices': [3, 14]}",Twitter for iPhone,http://twitter.com/download/iphone,822179043814604800,Lyiah✨,_officiallyiah_,2017-01-19 20:28:54,625,@lashesbylyiah 🤍,False,False,"College Station, TX",721,10806,0
,1324056717290819585,2020-11-04 18:31:35,"RT @ElGolGarracol: Resumen:
Trump Biden y Michigan
https://t.co/y6R3D4EvsP",399,0,False,,,,"{'screen_name': 'ElGolGarracol', 'name': 'Gol Garra 🗨️', 'id': 4277223857, 'id_str': '4277223857', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,1265427037524762624,🌴 L Ó P E Z 🍃,blue_Sky0324,2020-05-26 23:38:25,71,"Cuenta Nueva🤙🏼 // Uno viene a twitter a escribir pendejadas, No a explicarlas.",False,False,"Medellín, Colombia",238,3581,0
,1324056717261332480,2020-11-04 18:31:35,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59257,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,533700551,Joanne English,joanne_english,2012-03-23 00:53:25,77,,False,False,,497,11952,0
,1324056717215354880,2020-11-04 18:31:35,"RT @Amy_Siskind: Biden has widened his lead in Michigan to 32,000 votes.",1567,0,False,,,,"{'screen_name': 'Amy_Siskind', 'name': 'Amy Siskind', 'id': 15976705, 'id_str': '15976705', 'indices': [3, 15]}",Twitter for Android,http://twitter.com/download/android,1015273348631232512,Wandacalabrese@gmail.com,Wandacalabrese1,2018-07-06 16:36:43,855,proud boomer survived the 60 twice. Love this country and want to see it survive Trump. We must unite against the GOP. Vote blue. resist.,False,False,"New York, USA",1294,119441,1
,1324056717206966272,2020-11-04 18:31:35,RT @markuspreiss: #Biden hat offenbar die Führung in Michigan übernommen. Wenn sich das am Ende bestätigt... möchte ich nicht der Premiermi…,70,0,False,,,"{'text': 'Biden', 'indices': [18, 24]}","{'screen_name': 'markuspreiss', 'name': 'Markus Preiß', 'id': 180475987, 'id_str': '180475987', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,2985661048,Iris Gromus,IrisGromus,2015-01-19 11:48:48,262,"Life. I love life. 
BSc (Hons) Clinical Practice Critical Care
MSc Human Nutrition
CSCS",False,False,,1251,13714,0
,1324056717185830914,2020-11-04 18:31:35,"RT @Scaramucci: Here is what we know at 11am:
@JoeBiden 
Michigan and Wisconsin and Nebraska 2 will be called for him today putting him at…",1592,0,False,,,,"{'screen_name': 'Scaramucci', 'name': 'Anthony Scaramucci', 'id': 24578794, 'id_str': '24578794', 'indices': [3, 14]},{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [46, 55]}",Twitter for Android,http://twitter.com/download/android,1125747965807583232,onlythenow,onlythenow1,2019-05-07 13:03:25,103,"S.F Giants fan. ⚾️ is my religion. 💘 da 80's. Army vet 74D. LIBERAL! ❤ cats. Fluent in scarism. I say weird shit. ❤ everyone, but not Trump.",False,False,"San Francisco, CA",135,59685,0
,1324056716938563586,2020-11-04 18:31:35,RT @jakewil: Chromatica II into 911 but it’s Wisconsin and Michigan going blue last minute @gagadaily https://t.co/ZaqifT2sYT,1923,0,False,,,,"{'screen_name': 'jakewil', 'name': 'Jake Wilson', 'id': 22173996, 'id_str': '22173996', 'indices': [3, 11]},{'screen_name': 'gagadaily', 'name': '⚔️ GAGA DAILY ⚔️', 'id': 24374481, 'id_str': '24374481', 'indices': [91, 101]}",Twitter for iPhone,http://twitter.com/download/iphone,1098267444781686785,Daniel,GarglingHarlot,2019-02-20 17:05:38,34,Just here for the n00dz,False,False,"Virginia Beach, VA",137,2769,0
,1324056716808351744,2020-11-04 18:31:35,RT @ryan_during: Good luck to Rockmarts very own @deaconallen68 as his Akron Zips face the Broncos of Western Michigan tonight at 6pm on ES…,4,0,False,,,,"{'screen_name': 'ryan_during', 'name': 'Coach Ryan During', 'id': 2574220275, 'id_str': '2574220275', 'indices': [3, 15]},{'screen_name': 'deaconallen68', 'name': 'Deac™', 'id': 779104390951018496, 'id_str': '779104390951018496', 'indices': [49, 63]}",Twitter for iPhone,http://twitter.com/download/iphone,363379534,Rhett Parson,CPupinhere,2011-08-28 00:26:26,565,"FootballOC/HC Track at Rockmart HS, GA. Husband to a beautiful wife and Father to 3 beautiful little girls! #SetTheStandard",False,False,"Rockmart, GA",603,2777,2
,1324056716804313089,2020-11-04 18:31:35,RT @mpolikoff: Gary Peters pulls ahead by 1100 votes in Michigan. https://t.co/0Iv3wMRGAR https://t.co/DNefVin4aZ,88,0,False,,,,"{'screen_name': 'mpolikoff', 'name': 'Morgan Polikoff', 'id': 14987755, 'id_str': '14987755', 'indices': [3, 13]}",Twitter for iPad,http://twitter.com/#!/download/ipad,4644230538,Rafi Arrillaga,RafiArrillaga,2015-12-24 16:54:39,477,Econ | Law | Finance | Public Policy | Wolverine: All views and opinions are my own.,False,False,"San Juan, Puerto Rico",548,6998,17
,1324056716519055360,2020-11-04 18:31:35,"#SinEnchilarse🌶️
Luego de una noche en la que todo favorecía a Donald Trump, el recuento del voto anticipado ha cam… https://t.co/Yv3bWNU5FT",0,0,False,,,"{'text': 'SinEnchilarse', 'indices': [0, 14]}",,Twitter Web App,https://mobile.twitter.com,1030523589072744448,El Aguachile,elaguachile_mex,2018-08-17 18:35:44,796,"Revista de análisis libre y original sobre el entorno político, económico y social de nuestro país. ¡Saquémosle jugo al diálogo #CrudoYPicante! 🌶",False,False,"México, CDMX",748,3076,2
,1324056716414226436,2020-11-04 18:31:35,RT @feinandaandrade: Esse é Michigan contando milhares de votos para Biden: https://t.co/RJi6MnWpjR,3,0,False,,,,"{'screen_name': 'feinandaandrade', 'name': 'fer', 'id': 1213145347398062080, 'id_str': '1213145347398062080', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,395304640,Kamila_Lorrayne,kamila_lorrayn,2011-10-21 13:21:31,94,,False,False,"Belo Horizonte, MG",213,8126,0
,1324056716384694272,2020-11-04 18:31:35,"I’m going to need Nevada, Michigan &amp; Wisconsin to stay blue !",0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,105619347,diana b.,dianaracelii,2010-01-16 23:11:48,52,unfiltered.,False,False,,107,33994,0
,1324056716363837440,2020-11-04 18:31:35,RT @ColbyCovMMA: Over 130k votes magically dumped off for China Joe in Michigan with 0 for POTUS while we all slept. This type of scam woul…,2431,0,False,,,,"{'screen_name': 'ColbyCovMMA', 'name': 'Colby Covington', 'id': 442456291, 'id_str': '442456291', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,1046085130996060160,Axe,Axe_AK,2018-09-29 17:11:45,53,Conservative. Asian American Trump Supporter. Legal Immigrant.,False,False,,475,8171,0
,1324056716208672770,2020-11-04 18:31:35,"RT @czlowiekkasztan: @juliettacuore @RedVSBlue2020 Właśnie też podano, że sztab Trumpa żąda ponownego przeliczenia głosów w Wisconsin, gdzi…",1,0,False,,,,"{'screen_name': 'czlowiekkasztan', 'name': 'Krzysiek Jaroń', 'id': 947098336976363520, 'id_str': '947098336976363520', 'indices': [3, 19]},{'screen_name': 'juliettacuore', 'name': '⚡Julia⚡', 'id': 1280113296914464768, 'id_str': '1280113296914464768', 'indices': [21, 35]},{'screen_name': 'RedVSBlue2020', 'name': 'Red vs Blue', 'id': 1291736563861336070, 'id_str': '1291736563861336070', 'indices': [36, 50]}",Twitter for Android,http://twitter.com/download/android,1280113296914464768,⚡Julia⚡,juliettacuore,2020-07-06 12:16:21,57,,False,False,,199,3751,0
,1324056715957051394,2020-11-04 18:31:35,"RT @HowieCarrShow: Very Odd: Michigan Found Over 100,000 Ballots and Every Single One Has Joe Biden's Name on It https://t.co/wiKR63kzXJ",4121,0,False,,,,"{'screen_name': 'HowieCarrShow', 'name': 'Howie Carr', 'id': 1326005070, 'id_str': '1326005070', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,934149865566715904,Theresa❤️🇺🇸,TheresaMAGA2020,2017-11-24 20:00:58,5773,In God We Trust❤️ •TRUMP2020 🇺🇸 •Pro Life #StayCalmAndCarry #BackTheBlue •USArmyVet • Animal Lover 🚫Sharia🚫DM’s Parler @MAGA2020VICTORY,False,False,God’s Country,6353,80712,1
,1324056715755769856,2020-11-04 18:31:35,RT @gatewaypundit: From Michigan Poll Watcher on the Scene: Republicans Allegedly Witnessed Suspicious Vehicles Dropping Off Ballots via @g…,4882,0,False,,,,"{'screen_name': 'gatewaypundit', 'name': 'Jim Hoft', 'id': 19211550, 'id_str': '19211550', 'indices': [3, 17]}",Twitter Web App,https://mobile.twitter.com,1096652295721418752,HyannisWWG1🇺🇸,HyannisWwg1,2019-02-16 06:07:36,1263,Where we go one...,False,False,,1290,11679,1
,1324056715583754242,2020-11-04 18:31:35,"RT @SindigoColumn: #USElection2020 
Trump: I have won this election. 

Michigan and Wisconsin: https://t.co/Sh550mUutU",189,0,False,,,"{'text': 'USElection2020', 'indices': [19, 34]}","{'screen_name': 'SindigoColumn', 'name': 'Sindigo', 'id': 1167768650268499968, 'id_str': '1167768650268499968', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,930627740361023488,lucifer 🍪,IlianaxLara,2017-11-15 02:45:18,91,what is it you desire? ||R💖||Ravenclaw 🦅,False,False,purple tulip field||clementine,234,2912,1
